x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
-0.547936429,-0.566318463,-0.817537883,-0.97483999,-0.503208536,-0.116015786,-0.495020384,-0.792143972,-0.208139019,-0.723457247,-0.520058652,-0.819496764,-0.582349029,-0.457837879,0.900750069,0.408234886,-0.709643739,-0.408036401,-1.196010541,-0.817725807,-0.157737784,-0.532464717,-0.681020509,-0.576773562,0.091060607,0.557979359,-0.622973085,-0.781419024,-0.171790778,-1.616429274,0.350694185,-0.610545083,-0.723484998,-0.65203864,-0.516618537,-0.21783998,-0.134166393,-0.602327834,-0.458685803,-0.401200132,-0.531358061,-0.463292721,-0.347779128,-0.482707552,-0.339426875,-1.244280324,-0.776266341,-0.222146079,-0.616157954,0.17090216
1.301005164,0.982718876,1.130189463,0.793451689,0.834462163,1.681125402,1.547229552,1.556711224,1.27204672,-0.431660448,1.657406817,1.88005657,0.857514897,1.377065518,1.176171696,1.454296095,1.317249135,0.856210994,1.884060618,1.615447843,1.1597158,2.133740935,1.62763639,1.885054893,1.584573838,0.938378399,0.842667396,1.668194518,0.989099494,1.246284426,1.924549167,1.18690938,1.484930918,1.124651958,1.18466444,1.290482402,1.561966768,1.239671608,1.633714227,0.968978214,1.885320201,0.700908265,0.82601859,0.474296352,0.763391011,1.427577257,1.85136992,1.054530428,1.142449156,0.442232553
-2.406122033,-2.51186344,-1.940531555,-1.553360427,-1.491051868,-1.49441473,-1.690838305,-1.840999473,-1.644390453,-2.006027586,-2.128189627,-1.703590625,-1.719039146,-2.841446856,-1.536940749,-1.588528807,-1.65057689,-1.716444169,-2.69804969,-1.304897241,-1.773420233,-1.206258694,-1.741714133,-1.696159701,-2.309919941,-1.445503311,-1.173445801,-2.01538528,-1.581560792,-1.960567891,-1.936504434,-1.34051264,-1.969816228,-2.250646502,-2.122797606,-2.456402854,-1.479315619,-2.130206045,-1.716687994,-1.955918317,-0.964619812,-1.856106625,-1.565556642,-2.317999517,-2.298522772,-1.542245067,-0.742696771,-1.881424505,-2.046944677,-1.386302601
0.76643474,0.380031777,1.520092554,0.886420051,0.65198598,0.746018751,1.607449399,1.296547115,1.253501929,0.874698404,1.174171234,1.570812457,0.866540645,0.969698375,1.479633976,1.607061771,0.976358723,1.906603134,0.568803693,1.232220569,1.63417698,1.167504698,1.33940299,0.991831129,0.864627013,1.394676956,0.693339722,1.293001987,0.958544235,0.513476829,0.977774573,0.976243119,1.735883155,1.15608669,1.739543491,0.904827641,0.438530172,1.042796376,0.217533758,1.089547183,1.528721493,1.061921413,-0.040000087,0.54514934,1.12120835,1.326411827,0.395881255,0.89914142,1.354226833,1.61163488
-0.235904745,-0.641557211,-0.650164301,-0.720642596,-0.107643189,-0.100200456,-0.202308118,-0.012186495,0.320742036,-0.175884059,0.116016809,-0.425045002,0.006059061,0.32173904,-0.466919528,0.104297478,-0.575895757,-0.32411073,0.764110813,-0.06496081,-0.418483758,0.293999949,-0.344414211,0.577078596,-0.569598334,-0.217772615,-0.654982201,0.051765132,-0.549731524,-0.49691248,-0.67707335,-1.356341451,0.564124656,-0.04560949,0.023502709,0.307179246,-0.982835057,-0.2721181,0.585746907,-0.636842281,0.611273726,-0.656651465,-0.15565696,0.402597732,-0.326948642,-0.202389278,0.158300795,0.101041121,0.018902435,-0.596041274
1.272693493,1.387889735,0.382507451,1.89669145,0.518966282,0.489616347,0.319793751,0.463984616,1.050968028,1.385102348,0.417676012,1.488319056,0.943612379,0.838888653,0.315703269,1.046589246,1.645705571,0.82161096,1.193088896,1.279785423,1.353578911,0.567931704,1.298302778,1.205176608,1.130156668,0.438766677,1.267539443,1.524856057,1.554172457,1.295709821,1.416888764,0.705351914,1.277467492,1.549922197,1.411977514,1.738747672,1.049101786,0.594706288,0.855553341,0.810635278,0.64879669,1.559436609,1.24843816,0.564094568,1.832402526,1.287535692,0.750118144,1.242002395,0.557670087,0.546566389
0.013084118,-0.137155903,-0.188910408,-0.336946784,-0.478813034,-0.402193724,0.079448445,-0.092784576,-0.680946479,0.513267977,-0.138769592,0.454284071,-0.110293345,0.873744973,0.307181815,-0.900589651,0.128973885,0.32833381,0.399021549,-0.506733445,0.218715192,0.495751851,-0.135082123,0.411996721,-0.095839515,0.506893632,0.371474715,-0.586855934,0.574363456,-0.057115189,0.205748702,0.43563071,-0.153407697,-0.027121981,-0.16042706,0.658454549,-0.020026048,0.672318925,-0.158825823,-0.625114393,-0.033182339,-0.23589389,0.287639701,0.122841024,-0.245539136,0.18865665,-0.033287148,-0.377445852,0.377356545,0.001429501
-1.514594219,-2.068604906,-2.195185316,-2.072397756,-2.223310656,-2.20857711,-2.92959394,-1.978578807,-1.513010064,-2.679947194,-1.50970113,-2.320813342,-2.539990885,-1.436955392,-1.623713933,-2.714488395,-1.560564328,-2.835460584,-2.16244892,-2.162279145,-2.082363701,-2.763583424,-1.411263774,-2.589814497,-2.150731712,-2.590582527,-1.828003622,-1.636474448,-2.76406513,-1.778592525,-1.33382678,-2.123037905,-2.158215344,-1.312009604,-2.931596388,-1.530361235,-2.495439324,-2.559048295,-2.167100191,-1.573857491,-1.432266939,-1.515402036,-2.262344372,-2.128537527,-1.905071551,-2.604528594,-2.088682286,-3.039378491,-1.998719089,-2.540980231
-1.307625004,-1.302890087,-1.091872677,-1.602208004,-1.845233589,-1.015547446,-1.47764049,-1.454844775,-1.722685374,-1.264737727,-0.836204355,-1.529199585,-0.672274649,-0.413346111,-0.201844798,-1.464724246,-1.38491814,-1.354030272,-0.12284809,-1.160228525,-1.469309187,-1.297560593,-0.574064715,-1.82956592,-1.418754636,-1.221885857,-1.924411896,-1.350781046,-0.969280204,-1.10628035,-1.637196464,-1.296888837,-1.847444066,-1.589598368,-0.364612055,-1.507832043,-1.496897184,-2.513274821,-1.085404127,-1.976284835,-1.345094068,-0.132547726,-1.516091289,-0.724040983,-1.682679898,-1.146480414,-1.223808523,-1.092150045,-1.110748256,-0.795639942
0.652725415,0.519189918,0.560839671,0.280005712,0.803445829,0.293926789,0.496001483,0.231728217,0.195742913,0.666741359,0.546746803,0.368433859,1.246257311,0.522720246,0.304437557,0.120701578,0.001439934,1.123916288,0.775563889,0.539023114,0.541856627,1.171698684,-0.347711714,0.377719684,0.437354608,-0.240986153,0.552472434,0.454799136,0.739092771,0.716298968,0.536902461,0.621887899,1.034113537,0.611584057,-0.197467246,0.419866074,0.701822298,-0.369577478,0.930146246,1.066509178,0.656156078,0.627589026,0.292348662,0.358917994,0.874086538,0.986534402,0.548746039,0.152154469,-0.306279384,0.923170057
1.061853153,0.233376543,0.231405352,0.492059236,0.641603394,-0.072876844,0.442963432,0.695939645,0.480118283,1.038277386,-0.141360997,0.725310413,0.115436517,1.079713886,0.487387543,0.169199915,0.113705405,1.253770918,0.287631963,0.591963384,0.93815008,1.167669337,0.632479592,0.922002495,0.794675856,-0.479711244,0.977257179,0.689043683,0.540895154,0.235766376,0.32273528,0.663512702,0.338236624,0.995093956,1.207543796,0.784880976,0.271161165,0.352159599,1.274955665,0.655036029,0.822168676,0.878516578,0.49291023,0.197594316,0.765487757,1.252705758,0.454373596,0.331481861,1.17464638,0.522646375
-0.114222539,-0.204040226,-0.257577161,-1.681509122,-0.059227804,-0.608021144,-1.040297713,0.266480614,-0.833890075,-0.237990868,-0.623382294,-0.547775906,-0.386036664,-0.54354216,-1.144615222,-0.21968389,0.254923802,0.675865635,-0.316090282,-1.157914341,-0.267252881,0.72189613,-0.773102515,-0.281316281,-0.45185288,-0.150527147,-0.723856868,-1.216395694,-0.441979101,-0.771535174,-0.529085635,-0.913459119,-0.457062482,-0.558207058,-0.905294998,0.034997303,-0.084451089,-1.565284703,0.085635757,0.156034489,-0.226418753,-0.166573929,-0.32931069,-1.003888804,-0.457011495,-0.982455595,-0.230043322,-0.535291733,-0.632372869,0.356505178
1.022570745,0.755966967,0.837055736,0.29588577,1.528967552,1.432728113,1.657734081,0.938791503,0.45477972,1.366572136,0.926774947,1.258828859,1.586157727,1.521304106,0.202122877,0.979909797,0.999913273,0.998246766,1.345133198,1.090366356,0.817752366,0.359045948,0.444317578,0.931569624,1.017256945,0.751833186,1.286601914,1.401433395,0.523397772,1.082481534,1.177011464,0.817972645,1.579611737,1.346990702,1.107455642,0.913311413,1.335743587,1.262399774,0.134075517,0.885315937,1.431988882,1.242793633,0.989805895,1.321146402,1.568174609,1.342924476,0.644010193,0.918982491,1.148006222,1.892421063
1.147487016,0.645603897,1.049758248,1.861859854,0.604837862,0.796118557,0.310569259,0.858428848,0.900233826,0.596593553,1.603250723,0.261125026,0.2407094,1.723014186,0.7768036,1.287066185,0.828581983,1.38736684,1.018304373,-0.197649406,1.224268727,2.729942859,0.410117073,0.604933335,1.314983958,0.740984146,0.806979162,0.876331665,0.894736023,0.681737219,0.860538551,0.764266231,0.137807268,0.341165691,0.860887712,0.787102936,1.557378073,1.483898988,1.219800381,1.185633661,1.019465574,0.162467351,0.468120912,1.126796927,1.406530348,0.960981657,0.917182597,0.783935766,2.152005719,1.284460107
-1.47357944,-0.59278255,-1.024354179,-1.081829865,-1.023582275,-0.759806244,-0.854870369,-1.194347954,-1.166473887,-0.674783947,-0.886168163,-1.10109444,-1.179744718,-0.929617151,-0.995496968,-1.422360529,-0.339860592,-1.556030295,-0.65696585,-0.746878468,-1.208370856,-0.848168658,-1.359958756,-1.59236398,-0.366038426,-0.446662039,-0.608786363,-0.758743816,-0.883847691,-1.78786457,-1.724168106,-0.642316449,-0.954387688,-0.865596696,-1.367079145,-0.429893636,-1.553291562,-0.996570097,-1.434059968,-1.20971543,-0.767895013,-1.072866166,-1.172789161,-0.505535723,-1.390958066,-1.224262081,-0.224261719,-1.646800923,-1.000039962,-1.311694009
0.365174154,-0.108541681,0.101753058,0.089834699,0.211273701,0.728586301,-0.629194121,0.187141307,-0.465247909,-0.136399366,0.829590368,-0.215877026,-0.316099929,-0.745982467,0.633183683,0.07837631,-0.355761787,0.776511151,0.208762155,0.339907647,-0.056907531,0.278086121,0.404313979,-0.10256685,0.490627083,-0.192927282,0.191818103,-0.494675084,0.161825424,0.541893605,0.742193518,0.173035352,0.47759204,0.00066499,0.499767463,0.176033521,0.860575596,0.172044574,-0.29428799,0.837338758,0.765459446,0.083267449,0.592786185,0.377311647,-0.052647823,-0.247036932,-0.621216899,0.84904244,-0.385799405,-0.619424455
-0.736821775,-0.448290136,-0.407704221,-0.891064158,-0.072834231,-0.740048053,-0.72050759,-0.364120734,-0.309248727,-0.052225483,-1.586834464,-0.320643626,-1.058668711,-0.681505193,-0.111648697,-0.597431464,-0.804599668,-1.068743362,-0.557911229,-0.294677394,-0.941341747,-0.03861165,-1.249417869,-0.962951114,-0.577735494,-0.662716172,-0.332342403,-0.430791985,-0.953610696,-0.129325076,-0.370012543,-0.692462616,-1.233115441,-0.530043414,-0.540827363,-0.619218624,-0.671746997,-0.964225225,-0.582202633,-1.251665863,0.05491999,0.003213601,-0.495419731,-0.007282062,-1.137142921,-1.198247622,-0.230130462,-0.51492216,0.001095312,0.816896703
-2.572788376,-0.699783776,-1.93327087,-1.892556121,-1.196342083,-1.815264313,-1.722407057,-2.376230984,-1.494028234,-1.718941654,-1.490440538,-2.178380835,-2.272642054,-0.626100362,-1.760940637,-1.057310906,-1.76754816,-0.724679253,-1.789504909,-1.319590238,-1.526386113,-2.082204727,-1.786132177,-1.412069565,-0.825011208,-0.86846716,-1.220316495,-1.932297881,-2.061517894,-0.453980827,-0.340770187,-1.950439773,-1.062671024,-1.002821178,-1.29740007,-1.626700138,-0.399174171,-1.657307437,-1.374026209,-1.234549471,-1.242773614,-0.993473787,-1.441843381,-1.561733814,-1.759915157,-0.969294553,-1.835846308,-1.155048527,-1.368036715,-1.642231481
0.157999957,0.705431477,-0.003512272,0.145042979,0.632656433,-0.132189049,-0.126778789,-0.245636638,-0.005487004,-0.540199242,0.311474075,0.445719175,-0.461019978,0.591331019,-0.091221599,-0.484620147,0.216855427,0.653551847,0.417466368,0.68562212,-0.335752914,0.197027297,-0.136236033,-0.282655264,0.368696488,0.42142015,0.66241862,0.52395568,-0.125694396,0.253507027,-0.293859457,0.460942755,0.175944305,0.883916312,0.086571171,0.230264309,0.229404939,0.354619348,0.649271343,-0.110128687,-0.318426007,0.648710811,0.114341343,0.144577725,0.419598033,-0.565510848,-0.288545823,0.075243599,0.939903355,0.419171029
1.434417145,1.699009215,1.678264041,0.914925294,2.326166765,1.329722883,1.221154946,0.298074197,1.491544766,1.715376365,1.567084938,1.887028431,1.856843298,1.533561275,1.843264495,0.726329208,1.226827822,2.042297164,1.765685382,1.658786953,1.103308468,1.38358294,1.043724069,0.886318733,1.982298594,2.108531234,1.08133227,1.216176668,1.647815979,2.677369167,1.517440196,1.774257968,1.043217749,1.836513129,1.355213998,1.632848557,1.82690929,0.864590042,1.519040669,0.79758893,1.1478886,0.75373183,2.387962008,0.444005881,1.419471976,1.199295998,1.555484706,1.173111732,0.995177324,1.491596238
0.308265237,0.71642176,1.268134455,0.313687139,0.887304287,0.375607873,0.317623456,0.160210897,0.784912757,1.057470284,1.375330087,1.061232015,1.049611121,1.274341439,1.234278058,0.851423127,-0.532532516,1.449423072,-0.609833733,-0.065595409,0.670402113,1.032982084,0.178935432,1.216836447,1.412800132,0.46755267,0.965411388,0.630756606,0.761437061,0.694781461,1.424907502,0.699930516,0.983469868,1.04542039,-0.049385172,1.533067124,1.296871416,0.753830695,1.794886016,1.686613632,0.117951664,0.955987943,0.565715236,1.14911229,0.553412035,0.389500385,0.440114871,0.975371764,0.527057673,1.53153753
0.851323708,0.098460098,-0.237399693,0.443145429,-0.061015995,0.87461181,0.45898535,0.491711486,0.59958678,-0.230561468,0.244221825,-0.12320839,1.378349557,-0.13293279,-0.392791618,0.060692217,0.925679223,0.460543331,0.305764543,0.472406838,0.908181438,-0.080059088,0.239539685,0.699967928,1.601222395,0.324966403,0.519231886,0.360174152,0.512768661,1.686386672,0.433520359,0.873830696,0.338554601,0.198665273,0.705270191,0.252910464,-0.0392082,0.095819039,-0.005916384,0.384765832,0.072777731,0.344393832,-0.54241204,0.111359643,0.588752425,0.02884478,0.536155523,0.983557872,0.529239264,0.232020526
-0.012063233,0.154997468,0.523170251,0.907905283,-0.490548383,1.066402907,0.595357994,0.820094184,0.546064016,0.580092151,0.103953131,0.029489345,0.052101558,0.202032082,-0.54433878,0.625591542,0.10180198,0.66172509,1.040540955,0.052781166,0.394270185,0.428089396,0.479942145,0.498766049,0.06791379,0.133864043,0.463044635,-0.260932027,-0.183643439,0.535667098,0.900266925,0.498867366,0.4736088,0.95445787,0.209968874,0.954708912,0.730291057,0.702550975,0.202914762,0.355825026,0.215047454,0.079544871,0.843042584,0.495859105,0.411480548,0.495139903,-0.01898649,-0.036144718,0.343006186,0.517089825
0.095942288,0.730468076,0.605258783,0.187393647,0.044075436,0.880215395,0.221125206,0.657304023,0.635327607,-0.166348184,0.342841462,0.019256285,0.038419835,0.210051297,-0.521585912,0.619755416,-0.047804485,-0.082985782,0.258572401,0.062361992,0.194091705,0.313071205,0.90250881,-0.211233374,0.35349424,0.463272697,0.293149592,-0.463591325,0.202744432,0.582246339,0.415500656,0.138545901,-0.232929886,0.926755292,-0.02609991,0.401764771,-0.112071781,-0.357625036,0.244600522,-0.347943017,-0.422047194,-0.311373067,0.116750126,-0.588195494,-0.446254455,0.200800103,-0.138899474,-0.272290151,-0.160456817,1.195834153
0.627473398,-0.575790711,-0.473165356,-0.740581443,-0.884672332,-0.517770635,0.056680561,-0.194534312,-0.658705985,-0.247573353,0.26102717,-0.670696881,0.317221535,-0.831766642,0.613737897,-0.862793226,0.383492144,-0.384345721,0.432720706,0.209861157,-0.701015763,0.35171789,-0.184907195,-0.454700947,-0.437028658,-0.159552173,-0.343356104,0.155864592,0.389303698,-0.264364515,-0.78711078,-0.416385196,-0.592328574,-0.811090107,0.122501259,0.683571284,-1.406876311,-0.449360296,0.465520213,0.197653792,-0.082158937,-0.268984116,0.141697579,-0.721398478,-0.231561239,0.404742795,0.208336643,-0.868094541,-0.464363477,-0.356537848
1.10170995,0.5267127,0.992196351,0.382700332,0.109966604,0.569448226,0.261620451,0.622065787,0.214219805,0.282660223,1.030343345,0.37451994,0.650233802,0.965675879,1.313999195,0.089818339,0.983527343,1.050964198,0.439137168,0.122669595,0.910273683,1.504791027,0.491844409,0.699694121,0.865882823,1.05586455,0.109708926,0.465968108,0.127946354,0.864596175,0.289805188,0.652848337,1.28571886,0.697059638,0.489342762,0.241476777,1.748552788,0.286730245,1.239763338,0.810884924,0.881809507,0.225584972,0.443465236,1.735141633,0.975235054,0.706584026,0.217915861,0.169176954,0.498577955,0.657694533
0.980802586,0.5249115,0.601271722,1.099957173,-0.568718081,0.207026796,-0.049783777,0.274145173,0.753413046,0.429379663,0.587780465,-0.636257377,0.341241543,-0.03016978,0.094134362,-0.100820906,0.024867511,-0.456906336,0.881988676,0.223548415,0.222052236,0.151315151,0.576961299,0.213787166,0.237083014,0.927506129,0.132440357,-0.105084252,0.478683304,0.754175646,-0.435708751,0.789479369,-0.344006424,0.180079884,0.703624702,0.116843137,0.202897206,-0.315059736,1.262029573,-0.14735257,0.268527598,-0.236306198,0.448706948,0.414124118,-0.418069005,0.188213293,0.598736481,-0.479656994,0.456131738,0.257776982
